iso_alpha_2,iso_alpha_3,country_name,date,stringency_index,government_response_index,containment_health_index
IT,ITA,Italy,2024-08-01,,,
IT,ITA,Italy,2024-08-02,,,
IT,ITA,Italy,2024-08-03,,,
IT,ITA,Italy,2024-08-04,,,
IT,ITA,Italy,2024-08-05,,,
IT,ITA,Italy,2024-08-06,,,
IT,ITA,Italy,2024-08-07,,,
IT,ITA,Italy,2024-08-08,,,
IT,ITA,Italy,2024-08-09,,,
IT,ITA,Italy,2024-08-10,,,
IT,ITA,Italy,2024-08-11,,,
IT,ITA,Italy,2024-08-12,,,
IT,ITA,Italy,2024-08-13,,,
IT,ITA,Italy,2024-08-14,,,
IT,ITA,Italy,2024-08-15,,,
IT,ITA,Italy,2024-08-16,,,
IT,ITA,Italy,2024-08-17,,,
IT,ITA,Italy,2024-08-18,,,
IT,ITA,Italy,2024-08-19,,,
IT,ITA,Italy,2024-08-20,,,
IT,ITA,Italy,2024-08-21,,,
IT,ITA,Italy,2024-08-22,,,
IT,ITA,Italy,2024-08-23,,,
IT,ITA,Italy,2024-08-24,,,
IT,ITA,Italy,2024-08-25,,,
IT,ITA,Italy,2024-08-26,,,
IT,ITA,Italy,2024-08-27,,,
IT,ITA,Italy,2024-08-28,,,
IT,ITA,Italy,2024-08-29,,,
IT,ITA,Italy,2024-08-30,,,
IT,ITA,Italy,2024-08-31,,,
IT,ITA,Italy,2024-09-01,,,
IT,ITA,Italy,2024-09-02,,,
IT,ITA,Italy,2024-09-03,,,
IT,ITA,Italy,2024-09-04,,,
IT,ITA,Italy,2024-09-05,,,
IT,ITA,Italy,2024-09-06,,,
IT,ITA,Italy,2024-09-07,,,
IT,ITA,Italy,2024-09-08,,,
IT,ITA,Italy,2024-09-09,,,
IT,ITA,Italy,2024-09-10,,,
IT,ITA,Italy,2024-09-11,,,
IT,ITA,Italy,2024-09-12,,,
IT,ITA,Italy,2024-09-13,,,
IT,ITA,Italy,2024-09-14,,,
IT,ITA,Italy,2024-09-15,,,
IT,ITA,Italy,2024-09-16,,,
IT,ITA,Italy,2024-09-17,,,
IT,ITA,Italy,2024-09-18,,,
IT,ITA,Italy,2024-09-19,,,
IT,ITA,Italy,2024-09-20,,,
IT,ITA,Italy,2024-09-21,,,
IT,ITA,Italy,2024-09-22,,,
IT,ITA,Italy,2024-09-23,,,
IT,ITA,Italy,2024-09-24,,,
IT,ITA,Italy,2024-09-25,,,
IT,ITA,Italy,2024-09-26,,,
IT,ITA,Italy,2024-09-27,,,
IT,ITA,Italy,2024-09-28,,,
IT,ITA,Italy,2024-09-29,,,
IT,ITA,Italy,2024-09-30,,,
IT,ITA,Italy,2024-10-01,,,
IT,ITA,Italy,2024-10-02,,,
IT,ITA,Italy,2024-10-03,,,
IT,ITA,Italy,2024-10-04,,,
IT,ITA,Italy,2024-10-05,,,
IT,ITA,Italy,2024-10-06,,,
IT,ITA,Italy,2024-10-07,,,
IT,ITA,Italy,2024-10-08,,,
IT,ITA,Italy,2024-10-09,,,
IT,ITA,Italy,2024-10-10,,,
IT,ITA,Italy,2024-10-11,,,
IT,ITA,Italy,2024-10-12,,,
IT,ITA,Italy,2024-10-13,,,
IT,ITA,Italy,2024-10-14,,,
IT,ITA,Italy,2024-10-15,,,
IT,ITA,Italy,2024-10-16,,,
NL,NLD,Netherlands,2020-02-27,5.56,11.46,13.1
NL,NLD,Netherlands,2020-02-28,5.56,11.46,13.1
NL,NLD,Netherlands,2020-02-29,5.56,11.46,13.1
NL,NLD,Netherlands,2020-03-01,5.56,11.46,13.1
NL,NLD,Netherlands,2020-03-02,5.56,11.46,13.1
NL,NLD,Netherlands,2020-03-03,5.56,11.46,13.1
NL,NLD,Netherlands,2020-03-04,5.56,11.46,13.1
NL,NLD,Netherlands,2020-03-05,5.56,11.46,13.1
NL,NLD,Netherlands,2020-03-06,11.11,14.58,16.67
NL,NLD,Netherlands,2020-03-07,11.11,14.58,16.67
NL,NLD,Netherlands,2020-03-08,11.11,14.58,16.67
NL,NLD,Netherlands,2020-03-09,11.11,16.67,19.05
NL,NLD,Netherlands,2020-03-10,20.83,22.14,25.3
NL,NLD,Netherlands,2020-03-11,20.83,22.14,25.3
NL,NLD,Netherlands,2020-03-12,45.37,32.81,37.5
NL,NLD,Netherlands,2020-03-13,53.7,37.5,42.86
NL,NLD,Netherlands,2020-03-14,53.7,37.5,42.86
NL,NLD,Netherlands,2020-03-15,53.7,37.5,42.86
NL,NLD,Netherlands,2020-03-16,61.11,41.67,47.62
NL,NLD,Netherlands,2020-03-17,61.11,46.35,47.62
NL,NLD,Netherlands,2020-03-18,61.11,46.35,47.62
NL,NLD,Netherlands,2020-03-19,61.11,46.35,47.62
NL,NLD,Netherlands,2020-03-20,61.11,50.52,52.38
NL,NLD,Netherlands,2020-03-21,61.11,50.52,52.38
NL,NLD,Netherlands,2020-03-22,61.11,50.52,52.38
NL,NLD,Netherlands,2020-03-23,78.7,60.42,63.69
NL,NLD,Netherlands,2020-03-24,78.7,60.42,63.69
NL,NLD,Netherlands,2020-03-25,78.7,60.42,63.69
NL,NLD,Netherlands,2020-03-26,78.7,66.67,63.69
NL,NLD,Netherlands,2020-03-27,78.7,66.67,63.69
NL,NLD,Netherlands,2020-03-28,78.7,66.67,63.69
NL,NLD,Netherlands,2020-03-29,78.7,66.67,63.69
NL,NLD,Netherlands,2020-03-30,78.7,66.67,63.69
NL,NLD,Netherlands,2020-03-31,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-01,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-02,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-03,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-04,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-05,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-06,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-07,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-08,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-09,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-10,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-11,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-12,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-13,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-14,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-15,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-16,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-17,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-18,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-19,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-20,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-21,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-22,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-23,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-24,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-25,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-26,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-27,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-28,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-29,78.7,66.67,63.69
NL,NLD,Netherlands,2020-04-30,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-01,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-02,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-03,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-04,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-05,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-06,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-07,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-08,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-09,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-10,78.7,66.67,63.69
NL,NLD,Netherlands,2020-05-11,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-12,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-13,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-14,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-15,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-16,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-17,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-18,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-19,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-20,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-21,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-22,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-23,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-24,71.3,62.5,58.93
NL,NLD,Netherlands,2020-05-25,71.3,60.42,56.55
NL,NLD,Netherlands,2020-05-26,71.3,60.42,56.55
NL,NLD,Netherlands,2020-05-27,71.3,60.42,56.55
NL,NLD,Netherlands,2020-05-28,71.3,60.42,56.55
NL,NLD,Netherlands,2020-05-29,71.3,60.42,56.55
NL,NLD,Netherlands,2020-05-30,71.3,60.42,56.55
NL,NLD,Netherlands,2020-05-31,71.3,60.42,56.55
NL,NLD,Netherlands,2020-06-01,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-02,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-03,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-04,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-05,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-06,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-07,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-08,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-09,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-10,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-11,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-12,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-13,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-14,62.96,64.06,60.71
NL,NLD,Netherlands,2020-06-15,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-16,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-17,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-18,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-19,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-20,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-21,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-22,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-23,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-24,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-25,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-26,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-27,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-28,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-29,59.26,59.9,55.95
NL,NLD,Netherlands,2020-06-30,59.26,59.9,55.95
NL,NLD,Netherlands,2020-07-01,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-02,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-03,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-04,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-05,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-06,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-07,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-08,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-09,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-10,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-11,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-12,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-13,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-14,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-15,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-16,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-17,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-18,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-19,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-20,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-21,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-22,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-23,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-24,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-25,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-26,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-27,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-28,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-29,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-30,39.81,48.96,43.45
NL,NLD,Netherlands,2020-07-31,39.81,48.96,43.45
NL,NLD,Netherlands,2020-08-01,39.81,48.96,43.45
NL,NLD,Netherlands,2020-08-02,39.81,48.96,43.45
NL,NLD,Netherlands,2020-08-03,39.81,48.96,43.45
NL,NLD,Netherlands,2020-08-04,39.81,48.96,43.45
NL,NLD,Netherlands,2020-08-05,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-06,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-07,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-08,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-09,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-10,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-11,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-12,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-13,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-14,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-15,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-16,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-17,39.81,48.18,42.56
NL,NLD,Netherlands,2020-08-18,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-19,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-20,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-21,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-22,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-23,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-24,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-25,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-26,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-27,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-28,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-29,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-30,50.93,54.43,49.7
NL,NLD,Netherlands,2020-08-31,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-01,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-02,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-03,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-04,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-05,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-06,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-07,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-08,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-09,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-10,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-11,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-12,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-13,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-14,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-15,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-16,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-17,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-18,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-19,50.93,55.21,50.6
NL,NLD,Netherlands,2020-09-20,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-21,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-22,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-23,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-24,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-25,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-26,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-27,48.15,53.65,48.81
NL,NLD,Netherlands,2020-09-28,48.15,50.52,48.81
NL,NLD,Netherlands,2020-09-29,62.04,58.33,57.74
NL,NLD,Netherlands,2020-09-30,62.04,58.33,57.74
NL,NLD,Netherlands,2020-10-01,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-02,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-03,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-04,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-05,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-06,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-07,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-08,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-09,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-10,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-11,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-12,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-13,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-14,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-15,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-16,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-17,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-18,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-19,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-20,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-21,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-22,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-23,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-24,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-25,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-26,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-27,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-28,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-29,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-30,62.04,59.9,57.74
NL,NLD,Netherlands,2020-10-31,62.04,59.9,57.74
NL,NLD,Netherlands,2020-11-01,62.04,59.9,57.74
NL,NLD,Netherlands,2020-11-02,62.04,59.9,57.74
NL,NLD,Netherlands,2020-11-03,62.04,59.9,57.74
NL,NLD,Netherlands,2020-11-04,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-05,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-06,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-07,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-08,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-09,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-10,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-11,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-12,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-13,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-14,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-15,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-16,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-17,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-18,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-19,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-20,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-21,65.74,64.06,62.5
NL,NLD,Netherlands,2020-11-22,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-23,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-24,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-25,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-26,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-27,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-28,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-29,56.48,58.85,56.55
NL,NLD,Netherlands,2020-11-30,56.48,58.85,56.55
NL,NLD,Netherlands,2020-12-01,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-02,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-03,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-04,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-05,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-06,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-07,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-08,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-09,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-10,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-11,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-12,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-13,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-14,56.48,55.73,52.98
NL,NLD,Netherlands,2020-12-15,71.3,64.06,62.5
NL,NLD,Netherlands,2020-12-16,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-17,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-18,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-19,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-20,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-21,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-22,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-23,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-24,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-25,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-26,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-27,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-28,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-29,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-30,78.7,68.23,67.26
NL,NLD,Netherlands,2020-12-31,78.7,68.23,67.26
NL,NLD,Netherlands,2021-01-01,78.7,68.23,67.26
NL,NLD,Netherlands,2021-01-02,78.7,68.23,67.26
NL,NLD,Netherlands,2021-01-03,78.7,68.23,67.26
NL,NLD,Netherlands,2021-01-04,78.7,68.23,67.26
NL,NLD,Netherlands,2021-01-05,78.7,68.23,67.26
NL,NLD,Netherlands,2021-01-06,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-07,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-08,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-09,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-10,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-11,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-12,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-13,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-14,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-15,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-16,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-17,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-18,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-19,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-20,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-21,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-22,78.7,69.48,68.69
NL,NLD,Netherlands,2021-01-23,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-24,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-25,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-26,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-27,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-28,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-29,82.41,71.56,71.07
NL,NLD,Netherlands,2021-01-30,82.41,72.81,72.5
NL,NLD,Netherlands,2021-01-31,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-01,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-02,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-03,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-04,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-05,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-06,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-07,82.41,72.81,72.5
NL,NLD,Netherlands,2021-02-08,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-09,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-10,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-11,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-12,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-13,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-14,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-15,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-16,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-17,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-18,78.7,70.73,70.12
NL,NLD,Netherlands,2021-02-19,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-20,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-21,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-22,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-23,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-24,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-25,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-26,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-27,78.7,71.98,71.55
NL,NLD,Netherlands,2021-02-28,78.7,71.98,71.55
NL,NLD,Netherlands,2021-03-01,78.7,71.98,71.55
NL,NLD,Netherlands,2021-03-02,78.7,71.98,71.55
NL,NLD,Netherlands,2021-03-03,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-04,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-05,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-06,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-07,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-08,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-09,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-10,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-11,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-12,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-13,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-14,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-15,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-16,75.0,69.9,69.17
NL,NLD,Netherlands,2021-03-17,75.0,69.9,69.17
